Artist,Album,Label,Year,Catalogue,Country,Link,Qty,Format
Slowedchromechain,Little Garden,Trash Can Dance,2022,TCD329,EE,Discogs|https://www.discogs.com/release/22114615-SlowedChromeChain-Little-Garden,1,MC
Slowedchromechain,n e w a l a n d夢夢夢,Trash Can Dance,2025,TCD194,EE,Discogs|https://www.discogs.com/release/33146022-SlowedChromeChain-n-e-w-a-l-a-n-d%E5%A4%A2%E5%A4%A2%E5%A4%A2,1,MC
1695,Vana Maa,Trash Can Dance,2025,TCD452,EE,Discogs|https://www.discogs.com/release/33140097-1695-Vana-Maa,1,MC
Autharktos,Live @ Kultuuritehas Polymer 09.10.2004,Trash Can Dance,2024,TCD442,EE,Discogs|https://www.discogs.com/release/32647938-Autharktos-Live-Kultuuritehas-Polymer-09102004,1,MC
Ranon,Africa Edits,Trash Can Dance,2025,TCD84,EE,Discogs|https://www.discogs.com/release/33877365-Ranon-Africa-Edits,1,MC
C.C.,Siin Olema Peab,Degenerate Underground,2025,DGUG17,EE,Discogs|https://www.discogs.com/release/36101095-CC-Siin-Olema-Peab,1,MC
Keskkool,Palja Silmaga Nähtav,Beyond Tartu,2025,11,EE,Discogs|https://www.discogs.com/release/33323448-Keskkool-Palja-Silmaga-N%C3%A4htav,1,MC
Kärt Tomingas,Sinine Kivi,Eesti Raadio,2023,-,EE,Discogs|https://www.discogs.com/release/13543436-K%C3%A4rt-Tomingas-Sinine-Kivi,1,MC
Jüri Lina,Päevaunelm,Forte,1995,FD 0082,EE,Discogs|https://www.discogs.com/release/6129243-J%C3%BCri-Lina-P%C3%A4evaunelm,1,MC
Erinevad Esitajad,Horoskoobi laulud,Salu Muusik,1993,7,EE,Discogs|https://www.discogs.com/release/9492044-Various-Horoskoobi-laulud,1,MC
Fix,"Ансамбль ""Фикс""",Мелодия,1979,СМ00780,EE,Discogs|https://www.discogs.com/release/16260756-Fix-Fix-%D0%90%D0%BD%D1%81%D0%B0%D0%BC%D0%B1%D0%BB%D1%8C-%D0%A4%D0%B8%D0%BA%D1%81,1,MC
Erinevad Esitajad,Eesti Superhitt 3,Aidem Pot,1998,POT MC 1052,EE,Discogs|https://www.discogs.com/release/11674763-Various-Eesti-Superhitt-3,1,MC
Erinevad Esitajad,Jõulukantri,Auvi,1991,19,EE,Discogs|https://www.discogs.com/release/9572211-Various-J%C3%B5ulukantri,1,MC
Erinevad Esitajad,Jõulupalavik,O.K. Records,1995,OKRMC 009,EE,Discogs|https://www.discogs.com/release/16250681-Various-J%C3%B5ulupalavik,1,MC
Singer Vinger,Reanimatsioon,Aidem Pot,1995,POT MC 1002,EE,Discogs|https://www.discogs.com/release/2084732-Singer-Vinger-Reanimatsioon,1,MC
Exit,Someday,Records 2000,2002,REC 0069.4,EE,Discogs|https://www.discogs.com/release/7344702-Exit-Someday,1,MC
Katrin Karisma,Pipi Pikksukk Segasumma Suvilast,Sisask & Silla OÜ,2001,S&S-MC003,EE,Discogs|https://www.discogs.com/release/13917940-Katrin-Karisma-Pipi-Pikksukk-Segasumma-Suvilast,1,MC
Virve Osila,Päikeseõied Mälestuste Tuules,Not On Label,????,-,EE,NONE,1,MC
Monika,Lietaus Kelias,M.E.G.A. Records,1995,64,LT,Discogs|https://www.discogs.com/release/3616821-Monika-Lietaus-Kelias,1,MC
Pietari & Kohtalon Kauppiaat,Paratiisi Odottaa,Helmi Levyt,2013,Helmi067,FI,Discogs|https://www.discogs.com/release/4916282-Pietari-Kohtalon-Kauppiaat-Paratiisi-Odottaa,1,MC
Nolls,Devils Tower,Lucked Out Tapes,2018,LOT004,FI,Discogs|https://www.discogs.com/release/13379459-Nolls-Devils-Tower,1,MC
Sylvi / Johanna Häläri,Konerakastaja / Seikkailijat,Freak Out Disko,2017,FOD 005,FI,Discogs|https://www.discogs.com/release/11009061,2,"7"""
Misha Panfilov Sound Combo,Bufo Bufo,Fnr,2018,FNR-092,US,Discogs|https://www.discogs.com/master/3097941,1,"7"""
Leikki,Hõõguvad Kui Söed,Aina Lomalla,2015,AILO 001,EE,Discogs|https://www.discogs.com/release/6815123-Leikki-H%C3%B5%C3%B5guvad-Kui-S%C3%B6ed,2,"7"""
Uus Energia,Austa Kosmost / Dub For Universe,I-FI RECORDS,2019,IR002,EE,Discogs|https://www.discogs.com/release/13545703,1,"7"""
Uku Kuut / Vaiko Eplik,Don't Say Goodbye / Grand Hotel Bruxelles,Mortimer Snerd,2015,MS025,EE,Discogs|https://www.discogs.com/release/7837052,1,"7"""
Velly Joonas,"Stopp, Seisku Aeg!",Frotee,2015,FRO007,EE,Discogs|https://www.discogs.com/release/7280700,3,"7"""
ÖÄK,ÖÄK,Zerga,2004,ZR-21,FI,Discogs|https://www.discogs.com/release/1532380,1,"7"""
Marco Tasane,Jumalanna,Moritz Records,2026,MOR002,EE,Discogs|https://www.discogs.com/release/37974828,1,"7"""
Nikolajev,Lego Dub / Tongue Double,Sad Fun,2024,SADFUN007,EE,Discogs|https://www.discogs.com/release/31266641,1,"7"""
Vana,Viimne Ratsu,Sad Fun,2023,SADFUN006,EE,Discogs|https://www.discogs.com/release/29211151,1,"7"""
Poolring,Døjø,Not On Label,2025,-,EE,Discogs|https://www.discogs.com/release/33089178,1,"7"""
Ajukaja,Sunda School IV,Porridge Bullet / Pudru Kuul,2026,PB038,EE,Discogs|https://www.discogs.com/release/36269131,1,"7"""
Janek Murd,Muusika Kuuldemängule Üks Päev Mati Alaveri Elus,Levila,2020,-,EE,Discogs|https://www.discogs.com/release/36994521,1,"7"""
Nikolajev,Dub Mullets,Sad Fun,2021,SADFUN003,EE,Discogs|https://www.discogs.com/release/20689828,1,"7"""
Stella / Chalice,First Kiss / Teise Planeedi Saladus,Umblu,2007,lusev1,EE,Discogs|https://www.discogs.com/release/989101,1,"7"""
Melike,Loverboy,MDM Records,1989,A89-001,US,Discogs|https://www.discogs.com/release/3706912,1,"7"""
Holy Motors,"Heavenly Creatures B/W Running Water 7"" ",Wharf Cat Records,2015,WCR 037,US,Discogs|https://www.discogs.com/release/7578652,1,"7"""
"Heidy Tamme, Tiit Paulus",Suvi,Frotee,2015,FRO006,EE,Discogs|https://www.discogs.com/release/7295688,1,"7"""
Röövel Ööbik,History Of The U.S.S.R. -EP,Stupido Twins,1989,STUPIDO 003,FI,Discogs|https://www.discogs.com/release/619446,1,"7"""
Lobsand Dorje,You Take This Woman,Kosmos Control,1994,-,EE,Discogs|https://www.discogs.com/release/1294975,1,"7"""
Roma Vjazemski,Waiting For Her To Get Ready / Sammal,Muscut,2023,Muscut29,UA,Discogs|https://www.discogs.com/release/28681876,1,"7"""
Avo & The Cados,Otse / Seiklema,Estonian Voice,1985,S32,SE,Discogs|https://www.discogs.com/release/4082905,1,"7"""
Tõnu & Raivo,Kahe Mehe Band,Raivo & Tõnu Co,1980,RTS-80,SE,Discogs|https://www.discogs.com/release/4482863,1,"7"""
Lost Harbours,Autumn Return / Within,Stone Tape Recordings,2015,YML003,UK,Discogs|https://www.discogs.com/release/6292083,1,"7"""
Röövel Ööbik,Mamma Mia,Stupido Twins,1990,Stupido 008,FI,Discogs|https://www.discogs.com/release/761621,1,"7"""
Ultravox,Love's Great Adventure,Chrysalis,1984,106 914,DE,Discogs|https://www.discogs.com/release/471280,1,"7"""
Jaak Joala & Radar,Jaak Joala & Radar,Мелодия,1982,С62-16597-8,EE,Discogs|https://www.discogs.com/release/2058214,1,"7"""
Erinevad Esitajad,Laule Ehitajatest = Песни О Строителях,Мелодия,1979,М62-41773-4,EE,Discogs|https://www.discogs.com/release/7660301,1,"7"""
Limahl,The NeverEnding Story,EMI,1984,1A 006-20 0286 7,EU,Discogs|https://www.discogs.com/release/208759,1,"7"""
Anna Kashfi,Lakeside Call,Stolenwine Records,2004,STOLEN 004,UK,Discogs|https://www.discogs.com/release/2445521,1,"7"""
Huiabella Fantastica,Huiabella Show,HBF Records,2019,-,EE,Discogs|https://www.discogs.com/release/14462496,1,"7"""
Sotavamma,Stressiyhteiskunta,Not On Label,2013,-,FI,Discogs|https://www.discogs.com/release/5340059,1,"7"""
Kylmä Sota / Rajoitus,Kylmä Sota Rajoitus Split Ep,Svart Records,2013,SVR223,FI,Discogs|https://www.discogs.com/release/5129974,1,"7"""
Cola Boys,Cola Boys,Fuck CD's,2014,FCK-022,FI,Discogs|https://www.discogs.com/release/6174891,1,"7"""
Nerves,Your Love / Lampaana,Not On Label,1990,NERVES-89,FI,Discogs|https://www.discogs.com/release/8489655,1,"7"""
Arkhamin Kirjasto,Arkhamin Kirjasto,Full Contact Records / Solina Records,2010,KRYPT-007 / SOL-013,FI,Discogs|https://www.discogs.com/release/2598503,1,"7"""
Seksihullut / Pekka Mutanen,Seksihullut / Pekka Mutanen,Fuck CD's,2015,FCK-031,FI,Discogs|https://www.discogs.com/release/6708706,1,"7"""
Kivesveto Go Go,Ei Kiinnosta Metriäkään,Blast Of Silence Records,2020,BLAST055,FI,Discogs|https://www.discogs.com/release/14879790,1,"7"""
Palace Beautiful,Little John,Bad Hair Life Records,2013,BHL-13,FI,Discogs|https://www.discogs.com/release/5491737,1,"7"""
WINO-KE7,WINO-KE7,Wah Wah Wino,2025,WINO-KE7,IE,Discogs|https://www.discogs.com/release/34286098,1,"7"""
Darkside,"Live @ Vilsandi Trance, Kullaaugu & Erica Synths Garage",Trash Can Dance,2023,TCD410,EE,Discogs|https://www.discogs.com/release/29865727,1,MC
Miluška Voborníková,"Já Nosím Vodu Pouštím / Spinkej, Děťátko Malý",Supraphon,1972,0 43 1434,CZ,Discogs|https://www.discogs.com/release/9293101,1,"7"""
Tina Charles,I Love To Love,CBS,1976,CBS 3937,EU,Discogs|https://www.discogs.com/release/826428,1,"7"""
Mahavok,Üksik Hääl,Мелодия,1984,С62 20095 008,EE,Discogs|https://www.discogs.com/release/4299287,1,"7"""
Marju Länik,Поет Марью Ляник,Мелодия,1985,С62 20653 000,EE,Discogs|https://www.discogs.com/release/11287872,1,"7"""
Quick Lipps,Walking In The Night / Late Confessions,Gold Disc,1982,GDS 294,FI,Discogs|https://www.discogs.com/release/2767976,1,"7"""
Space,Пристегните Ремни,Мелодия,1984,С62 19823 006,SU,Discogs|https://www.discogs.com/release/7413556,1,"7"""
Amanda Lear,Реклама Вокруг Нас,Мелодия,1983,C62 20397 009,SU,Discogs|https://www.discogs.com/release/662776,1,"7"""
Erinevad Esitajad,Lastelaulud: 2. Kevad- Ja Suvelaulud,Merit Records,1966,7 LP-72,CA,Discogs|https://www.discogs.com/release/4687636,1,"7"""
Ирина И Елена Базыкины,Чайка Над Волной,Мелодия,1988,С62 26355 006,SU,Discogs|https://www.discogs.com/release/4205032,1,"7"""
Eno Raud,Kuidas Peab Hüüdma,Мелодия,1978,М52 39465-6,EE,Discogs|https://www.discogs.com/release/12075060,1,"7"""
Ajukaja & Mart Avi,Death Of Music,Porridge Bullet / Pudru Kuul,2026,PB037,EE,Discogs|https://www.discogs.com/release/36534235,1,"2x12"""
Exit Safe Mode,Immerse,Exit Safe Mode,2018,exitsafemode2,EE,Discogs|https://www.discogs.com/release/11800650,1,"12"""
Kosmos & Dew8,Viimaste Asjade Teadus,Dieu Huit Records,2026,DIEU0015,EE,NONE,1,"12"""
Ajukaja & Ats,Signal EP,MIDA,2021,Mida02,EE,Discogs|https://www.discogs.com/release/18028468,1,"12"""
Ali Asker,Papaver Somniferum Ep,LIITHELI,2016,LIIT001,EE,Discogs|https://www.discogs.com/release/9143122,1,"12"""
N1MA,Ajam Ep,LIITHELI,2017,LIIT002,EE,Discogs|https://www.discogs.com/release/10067651,1,"12"""
Olga ,Krakow Horse Racing,LIITHELI,2020,LIIT005,EE,Discogs|https://www.discogs.com/release/15995563,1,"12"""
Kadajane,Rostok,Päästevest,2018,PÄ03,EE,Discogs|https://www.discogs.com/release/13060353,1,"12"""
Lu:k,Lu:k,Memme Vaev,2025,MMV003,EE,Discogs|https://www.discogs.com/release/34056100,1,"12"""
Day Of The Triangle,Udulaamad,Not On Label,2025,-,EE,Discogs|https://www.discogs.com/release/34944752,1,"12"""
Rhythm Doctor,Digital Juju,Almost Unknown,2024,AU03,EE,Discogs|https://www.discogs.com/release/32406294,1,"12"""
Jakob Juhkam,hh,Mortimer Snerd,2016,MS026,EE,Discogs|https://www.discogs.com/release/8118135,1,"12"""
Apparatus&Apparata,Miss Apparata ,SELJAAJU,2024,AJU24LP,EE,NONE,1,"12"""
OUU,Värvides,Kurvad Uudised,2024,KULP005,EE,Discogs|https://www.discogs.com/release/32129808,1,"12"""
Egobomber,Suncruiser X,Laks Recordings,2023,LAKS 073,EE,Discogs|https://www.discogs.com/release/27520704,1,"12"""
Indrek Spungin,Lahtise Peaga Ahvinäoga Poiss,Mortimer Snerd,2016,MS027,EE,Discogs|https://www.discogs.com/release/9033580,1,"12"""
Enaune,Cycle du Petit Prince de Saint​-​Exupéry,Brutaż,2020,BrutażLP-002,PL,Discogs|https://www.discogs.com/release/15792075,2,"2x12"""
Pia Fraus,Now You Know It Still Feels The Same,SekSound,2021,SEKS077LP,EE,Discogs|https://www.discogs.com/release/21789778,1,"12"""
Taevalaotus & Joel Tammik,Sfäärid,Taevas Records,2022,TAEVA001,EE,Discogs|https://www.discogs.com/release/25510300,1,"12"""
Lsteelo,Tallinna Kõrgeimal Mäel LP,Priisle Records,2020,LST001LP,EE,Discogs|https://www.discogs.com/release/15608013,1,"12"""
Boipepperoni,QQNDQLT,Kurvad Uudised,2023,KULP001,EE,Discogs|https://www.discogs.com/release/29230135,1,"12"""
Out-Or,Spektrum,Lejal Globe,2023,LJLGLB024LP,EE,Discogs|https://www.discogs.com/release/28609171,1,"12"""
Kaido Kirikmäe,Rawberry X-Files,Ambifunk,2018,AF005,EE,Discogs|https://www.discogs.com/release/12531588,1,"12"""
Olev Muska,"Laulik-Elektroonik - Explorations in Estonian Electronic Folk Music - The First Years, 1979-1983",Frotee,2018,FRO010,EE,Discogs|https://www.discogs.com/release/12425304,2,"12"""
Kirtana Rasa,Õhtu Viimased Read (Tunnetel On Kõla Remix),Emerald City,2010,EMC 12001,EE,Discogs|https://www.discogs.com/release/2605750,1,"12"""
Vul Vulpes,Fusion Of Horizons,Vul Vulpes,2016,VV001,EE,Discogs|https://www.discogs.com/release/9049535,1,"12"""
Hypnosaurus,Untitled,Porridge Bullet / Pudru Kuul,2013,PB006,EE,Discogs|https://www.discogs.com/release/4833585,1,"12"""
Neuronphase,Lon,Porridge Bullet / Pudru Kuul,2021,PB029,EE,Discogs|https://www.discogs.com/release/21203554,1,"12"""
Nikolajev,Retta,Päästevest,2018,PÄ02,EE,Discogs|https://www.discogs.com/release/11774741,1,"12"""
Fruit Express,No Secret EP,Sad Fun,2023,SADFUN005,EE,Discogs|https://www.discogs.com/release/27110256,1,"12"""
LFO Tolstoi,Leotis,Nohu Records,2018,NOHU001,EE,Discogs|https://www.discogs.com/release/11098668,1,"12"""
Dima Disk,Pahakas,Surve Records,2023,SURVE001,EE,Discogs|https://www.discogs.com/release/27034392,1,"12"""
Erinevad Esitajad,Anima POP – Music From Estonian Animations 1965-1986,Raadio Kohila Records,2023,RKOH003,EE,Discogs|https://www.discogs.com/release/28406314,1,"12"""
Erinevad Esitajad,Muscut x Mida: Volia x Rahu,Muscut / Mida,2023,Muscut 31 / Mida 010,EE,Discogs|https://www.discogs.com/release/28577869,1,"12"""
"Dew8, Mesabby",Matador,Dieu Huit Records,2024,DIEU011,EE,Discogs|https://www.discogs.com/release/31611682,1,"12"""
Röövel Ööbik,Transcent,Umblu,2024,BLU005,EE,Discogs|https://www.discogs.com/release/30657118,1,"12"""
Out-Or,Spektrum,Lejal Globe,2023,LJLGLB024LP,EE,Discogs|https://www.discogs.com/release/28609126,1,"12"""
"Wolfredt, Vanalinna Hariduskolleegiumi Keelpilliorkester",Live At The Estonian Public Broadcasting Radio Studio,Moment Of Collapse Records,2024,MOC205,DE,Discogs|https://www.discogs.com/release/29937817,1,"12"""
"Genka, Dew8",Doom,Legendaarne Records,2023,LEGEND0046,EE,Discogs|https://www.discogs.com/release/30849924,1,"12"""
Dew8,Uroboros Kaheksas,Dieu Huit Records /Legendaarne Records,2022,DIEU008 / LEGEND0044,EE,Discogs|https://www.discogs.com/release/24187907,2,"12"""
Miwon / ST8,Hendrix EP,Kohvirecords,2002,KREC EP 007,EE,Discogs|https://www.discogs.com/release/167047,1,"12"""
Paf,Only Our Cars,Kohvirecords,2004,kohvi 009,EE,Discogs|https://www.discogs.com/release/247166,2,"12"""
Barbariz,Dehemardik Datis,Kohvirecords,2002,krec008,EE,Discogs|https://www.discogs.com/release/284667,1,"12"""
Pastacas,Dehemardik Datis,Kohvirecords,2002,krec008,EE,NONE,1,"12"""
6 Legz,Only U/Scratch One's Head,6 Legz Productions,2022,#0001,EE,Discogs|https://www.discogs.com/release/26625461,1,"12"""
Id_Rev,Sina Ei,Mumm Records,2021,MUMM-19,EE,Discogs|https://www.discogs.com/release/21373414,1,"12"""
René Ufer,Tule Tagasi,Rekalla Records,1972,LP-1073,US,Discogs|https://www.discogs.com/release/7079734,1,"12"""
René Ufer,Peegeldusi,Reindeer Records,1972,LP 7201,CA,Discogs|https://www.discogs.com/release/10841800,1,"12"""
Hamiltoni Helletajad,Südasuvi,Not On Label,1976,SCV-156,CA,Discogs|https://www.discogs.com/release/7104025,1,"12"""
Estonian Baptist Church Of Toronto, ESTO '76 : rahutervitus 11,Voice Of Freedom,1976,ST-57805,CA,Ester|https://www.ester.ee/record=b5699848*est,1,"12"""
Sven Grünberg,Hingus,Мелодия,1981,С90-16301-2,EE,Discogs|https://www.discogs.com/release/242408,1,"12"""
Jüri-Peeters,Laulusild 2,Estonian Voice,1979,EMP SLP 1012,SE,Discogs|https://www.discogs.com/release/6084831,1,"12"""
Rein Lindeberg-Lindvet,Vikerkaar,Blischen Records,1986,RLL01,SE,Discogs|https://www.discogs.com/release/9733191,2,"12"""
Liisa  & Tõnu,Igaühele,Not On Label,1983,LTS83,US,Discogs|https://www.discogs.com/release/7055616,1,"12"""
Toronto Vanemgaidide Koor,Edasi Lauluga!,Not On Label,1976,EL74,CA,Discogs|https://www.discogs.com/release/3373873,1,"12"""
Anu,Laulud Elatunud Lastele,Anu Records,1972,TRS-1311,US,Discogs|https://www.discogs.com/release/10841866,1,"12"""
Jüri Lipp,Laul Sinule . . .,Not On Label,1968,CB 331,CA,Discogs|https://www.discogs.com/release/7056420,1,"12"""
Erinevad Esitajad,"Püha Öö / Eesti, Mu Isamaa",Estonian Voice,1979,EMP SLP 1011,SE,Discogs|https://www.discogs.com/release/6088280,1,"12"""
Jolle Fardo,Kuuldumus Liblikaväljade Puhkemisest,Terra Records,1980,ESLP 001-003-D1,SE,Discogs|https://www.discogs.com/release/4770183,1,"2x12"""
"Jolle Fardo, Jüri Üdi",Katarsis Tardumuskrampides (Jolle Fardo Helipõimik Jüri Üdi Luulest),Terra Records,1978,ESLP 003 / ESLP 003-K5-K6,SE,Discogs|https://www.discogs.com/release/6006731,1,"12"""
Lemmikud,Suhkur Suhkur,Estonian Voice,1977,EMP SLP 1008,SE,Discogs|https://www.discogs.com/release/6008150,1,"12"""
Maryn E. Coote,Welcome To My World,Peoples Potential Unlimited,2018,PPU-094,US,Discogs|https://www.discogs.com/release/12977270,1,"12"""
Marten Kuningas,Janu,Morss,2012,MORSSLP1,EE,Discogs|https://www.discogs.com/release/4655816,1,"12"""
Köök,Telegramm,Mäo Records,2016,Mäo-001,EE,Discogs|https://www.discogs.com/release/8640618,1,"12"""
Tartu Popi Ja Roki Instituut,Sfääride Muusika,Minty Fresh,2017,mf-401,US,Discogs|https://www.discogs.com/release/9948632,1,"12"""
"Igor Garšnek, Ansambel ""Data""","Rockoratoorium ""Loomade Farm""",Мелодия,1990,C60 30247 000,EE,Discogs|https://www.discogs.com/release/3158881,1,"12"""
Jim Arrow & The Anachrones,Jim Arrow & The Anachrones,RiTonis,1991,С60 31339 008,EE,Discogs|https://www.discogs.com/release/543234,1,"12"""
Jimmy Winkles,Do The Dilettante,Porridge Bullet / Pudru Kuul,2017,PB018,EE,Discogs|https://www.discogs.com/release/10879723,1,"12"""
Erinevad Esitajad,Bullets No2,Porridge Bullet / Pudru Kuul,2016,PB012,EE,Discogs|https://www.discogs.com/release/8571735,1,"12"""
Hypnosaurus,1991-1992,Porridge Bullet / Pudru Kuul,2015,PB011,EE,Discogs|https://www.discogs.com/release/7224055,1,"12"""
Liis Ring,Satori,Liis Ring,2016,I,UK,Discogs|https://www.discogs.com/release/9230133,1,"12"""
Väntorel,Väntorel,Frotee,2014,FRO003,EE,Discogs|https://www.discogs.com/release/5696494,1,"12"""
Far Out Radio Systems,On Boolean Plains,"Something Happening, Somewhere",2020,SoHaSo 028,NL,Discogs|https://www.discogs.com/release/16141220,2,"2x12"""
Bogdan Irkük a.k.a. Bulgari,Everything Is Changing,Soul Jazz Records,2008,SJR 174-12,UK,Discogs|https://www.discogs.com/release/1259062,1,"12"""
Mark Du Mosch,The Heavens EP,"Something Happening, Somewhere",2019,SoHaSo 022,NL,Discogs|https://www.discogs.com/release/29399287,1,"12"""
MPU101,MPU102,Ilian Tape,2022,ITX026,DE,Discogs|https://www.discogs.com/release/24781820,1,"12"""
Djrum vs. Struction,Struktur,Ilian Tape,2016,ITX07,DE,Discogs|https://www.discogs.com/release/8269705,1,"12"""
Erinevad Esitajad,2023,Giegling,2023,glg2023,DE,Discogs|https://www.discogs.com/release/28215148,1,"12"""
Far Out Radio Systems,Mariana No Death,"Something Happening, Somewhere",2024,SOHASO 044,NL,Discogs|https://www.discogs.com/release/30249944,1,"2x12"""
Low Tape / Dmitry Distant,Travelogue,Heretic Electro,2020,HE-02,LV,Discogs|https://www.discogs.com/release/16032877,1,"12"""
Erinevad Esitajad,Test Pressing IV,Muscut,2023,Muscut 30,UA,Discogs|https://www.discogs.com/release/28110370,1,"12"""
Jigen,Stone Drum Avantgardism,^ ^,2022,^ ^ 01,US,Discogs|https://www.discogs.com/release/23805749,1,"12"""
Seba & Paradox,Volt,Ilian Tape,2023,IT058,DE,Discogs|https://www.discogs.com/release/28403827,1,"12"""
W.T.Drones,W.T.Drones EP,onesense,2014,OSM008EP,EE,Discogs|https://www.discogs.com/release/5322192,1,"12"""
S.I.N,Steppin Headz,XS Dubz,2009,XSDUBZ004,UK,Discogs|https://www.discogs.com/release/2494388,1,"12"""
"Uus Energia, J.O.C.",Tõde ja Õiglus/Taara,I-FI RECORDS,2019,IR001,EE,Discogs|https://www.discogs.com/release/13186892,1,"12"""
Pliiant vs Pub,Jackson Gearbox EP,Ampoule,2004,amp008,UK,Discogs|https://www.discogs.com/release/328579,1,"12"""
Ata Kak,Obaa Sima,Awesome Tapes From Africa,2015,ATFA014,US,Discogs|https://www.discogs.com/release/6703564,1,"12"""
Kedr Livanskiy,Ariadna,2MR,2017,2MR-029,US,Discogs|https://www.discogs.com/release/10806452,1,"12"""
Kedr Livanskiy,Your Need,2MR,2019,2MR-043,US,Discogs|https://www.discogs.com/release/13650457,1,"12"""
"Hotel International, Samuel Berdah",From Manilla With Love,Days Of Being Wild,2015,WILD039,UK,Discogs|https://www.discogs.com/release/7592241,1,"12"""
Efterklang With Copenhagen Phil,The Piramida Concert,4AD / Rumraket,2013,CAD3316,UK,Discogs|https://www.discogs.com/release/4647105,1,"2x12"""
Efterklang With Copenhagen Phil,The Piramida Concert,4AD / Rumraket,2013,CAD3316,UK,Discogs|https://www.discogs.com/release/4647105,1,CD
Lindstrøm & Solale,Let's Practise,Feedelity,2007,feed 009,NO,Discogs|https://www.discogs.com/release/959837,1,"12"""
Kiani & His Legion,The Paper Unicorn EP,"Something Happening, Somewhere",2016,SOHASO 008,DE,Discogs|https://www.discogs.com/release/8514804,1,"12"""
Kiani & His Legion,Lima Oscar Victor Echo,"Something Happening, Somewhere",2017,SOHASO 012,DE,Discogs|https://www.discogs.com/release/10252959,1,"12"""
British Sea Power,Machineries of Joy,Rough Trade,2013,RTRADLP666,UK,Discogs|https://www.discogs.com/release/4440604,1,"12"""
Alessandro Cortini,Scuro Chiaro,Mute,2021,STUMM463,EU,Discogs|https://www.discogs.com/release/19098877,1,"12"""
Henrik Schwarz / Âme / Dixon,The Grandfather Paradox,BBE,2009,BBE 120 C LP,UK,Discogs|https://www.discogs.com/release/1678297,1,"2x12"""
Pixies,Trompe Le Monde,Zona Records,1992,ZN 019,LT,Discogs|https://www.discogs.com/release/1142413,1,"12"""
The Future Sound Of London / Smart Systems / Indo Tribe,Pulse Two,Jumpin' & Pumpin',1991,12TOT 14,UK,Discogs|https://www.discogs.com/release/58285,1,"12"""
Radiohead,Bloom (Jamie XX Rework) / Separator (Anstam RMX) / Lotus Flower (SBTRKT RMX),Ticker Tape Ltd.,2011,TICK009,UK,Discogs|https://www.discogs.com/release/3123137,1,"12"""
Recondite,Hinterland,Ghostly International,2013,GI-190LP,US,Discogs|https://www.discogs.com/release/5090676,1,"2x12"""
Camera Obscura,4AD Session EP,4AD,2014,BAD 3417,UK,Discogs|https://www.discogs.com/release/5608574,1,"12"""
Erinevad Esitajad,Construction In The Wilderness EP,Jens Records,2012,JENS001,SE,Discogs|https://www.discogs.com/release/3583186,1,"12"""
Krust,The Snapshot Remixes,Full Cycle Records,2002,FCY034,UK,Discogs|https://www.discogs.com/release/18985,1,"12"""
DJ SS,Symphonic / Lost In New York,New Identity Recordings,1997,NIR 006,UK,Discogs|https://www.discogs.com/release/993,1,"12"""
Baby D,Day Dreaming,Not On Label,2002,BAD001,UK,Discogs|https://www.discogs.com/release/1040186,1,"12"""
Process / DAT Politics,Split Series #9,FatCat Records,1999,12FAT034,UK,Discogs|https://www.discogs.com/release/13042,1,"12"""
Jammin / DJ Zinc,Kinda Funky / Drifting,Bingo Beats,2001,BINGO 002,UK,Discogs|https://www.discogs.com/release/12611,1,"12"""
Rafael Anton Irisarri,Reverie,Immune,2010,Immune 010,US,Discogs|https://www.discogs.com/release/2218962,1,"12"""
Mountain Range,From You Have I Been Absent In The Spring ,Aniara Recordings,2013,ANIARA08,SE,Discogs|https://www.discogs.com/release/4792847,1,"12"""
Jamie XX,Girl / Sleep Sound,Young Turks,2014,YT108,UK,Discogs|https://www.discogs.com/release/5543867,1,"12"""
The XX,Jamie xx Edits,Young Turks,2013,YT090T,UK,Discogs|https://www.discogs.com/release/4498366,1,"12"""
Myrakaru,Klutic Reso / Kimalnu,Expanding Records,2004,evs4:04,UK,Discogs|https://www.discogs.com/release/305224,1,"7"""
Ats,Slack,MIDA,2022,MIDA06,EE,Discogs|https://www.discogs.com/release/25064026,1,"7"""
Galaktlan,Teletorni Romantika,Seksound,2013,SEKS043LP,EE,Discogs|https://www.discogs.com/release/4997168,1,"7"""
Eurythmics,Sweet Dreams remixes,Not On Label,????,NONE,XX,NONE,1,"12"""
Wagon Christ,Ataride / Tomorrow Acid,Ninja Tune,2001,ZEN 12101,UK,Discogs|https://www.discogs.com/release/31120,1,"12"""
Stephanie,Live Your Life,Alpha Records,1986,ONELP-016,SE,Discogs|https://www.discogs.com/release/1102301,1,"12"""
The Twins,Hold On To Your Dreams,CBS,1987,451080 1,EU,Discogs|https://www.discogs.com/release/1705213,1,"12"""
Bronski Beat,Truthdare Doubledare,London Records,1986,828 010-1,NL,Discogs|https://www.discogs.com/release/713599,1,"12"""
Orkiestra Jack'a White'a,Party Hits,Polskie Nagrania Muza,1972,SXL 0660,PL,Discogs|https://www.discogs.com/release/6128108,1,"12"""
Ultravox,Systems Of Romance,Island Records,1978, ILPS 9555,SE,Discogs|https://www.discogs.com/release/1646742,1,"12"""
Soft Cell,Non Stop Ecstatic Dancing,Vertigo,1982,6359 110,XX,Discogs|https://www.discogs.com/release/209105,1,"12"""
