Artist,Album,Label,Year,Catalogue,Country,Link,Qty,Format
Tunnetusüksus,Global Mango Free,Auvi,1992,-,EE,Discogs|https://www.discogs.com/release/1320076-Tunnetus%C3%BCksus-Global-Mango-Free,1,MC
Vürst Trubetsky & J.M.K.E.,Rotipüüdja,Kaljukotkas,2000,KKMC015,EE,Discogs|https://www.discogs.com/release/2786358-V%C3%BCrst-Trubetsky-JMKE-Rotip%C3%BC%C3%BCdja,1,MC
Junga,River Valley / Coloration,Trash Can Dance,2026,TCD487,EE,Discogs|https://www.discogs.com/release/36838978-Junga-River-Valley-Coloration,2,MC
Vasall Club,Ruff Weld Mega Deep,Trash Can Dance,2026,TCD505,EE,Discogs|https://www.discogs.com/release/36839668-Vasall-Club-Ruff-Weld-Mega-Deep,1,MC
Myiasis,Terrifying Tales From The Silent People,Trash Can Dance,2026,TCD485,EE,Discogs|https://www.discogs.com/release/36845599-MYIASIS-Terrifying-Tales-From-The-Silent-People-,1,MC
Esivanemate Unustatud Hinged,Hulk Surnute Numbreid,Trash Can Dance,2025,TCD495,EE,Discogs|https://www.discogs.com/release/35570734-Esivanemate-Unustatud-Hinged-Hulk-Surnute-Numbreid,1,MC
Gogdog,Mees Sa Seene Pand Wa,Trash Can Dance,2025,TCD473,EE,Discogs|https://www.discogs.com/release/34541305-Gogdog-Mees-Sa-Seene-Pand-Wa,1,MC
West Coast Swingaz,Groove 4 U,Trash Can Dance,2022,TCD344,EE,Discogs|https://www.discogs.com/release/22041874-West-Coast-Swingaz-Groove-4-U,2,MC
ᚱᚢᚢᚾᛁ ᚢᛟᚨᛚᚢᚱ,ᛖᛖᛊᛏᛁ ᛊᛁᚷᛏᚢᚾᚨ,Ennekuulmatu Viha,2023,EKV22,EE,Discogs|https://www.discogs.com/release/28949896-%E1%9A%B1%E1%9A%A2%E1%9A%A2%E1%9A%BE%E1%9B%81-%E1%9A%A2%E1%9B%9F%E1%9A%A8%E1%9B%9A%E1%9A%A2%E1%9A%B1-%E1%9B%96%E1%9B%96%E1%9B%8A%E1%9B%8F%E1%9B%81-%E1%9B%8A%E1%9B%81%E1%9A%B7%E1%9B%8F%E1%9A%A2%E1%9A%BE%E1%9A%A8,1,MC
Ruunivõlur,Gypsissy,Ennekuulmatu Viha,2023,EKV28,EE,Discogs|https://www.discogs.com/release/29164972-Ruuniv%C3%B5lur-Gypsissy,1,MC
Erinevad Esitajad,PIMENEB - Eesti Ambient 1995-2025 (Mixtape by Rainer Nlv),Not On Label,2025,-,EE,Discogs|https://www.discogs.com/release/34397458-Rainer-Nlv-PIMENEB-Eesti-Ambient-1995-2025,2,MC
Keetai,Seraphic Distortion,Trash Can Dance,2024,TCD425,EE,Discogs|https://www.discogs.com/release/32022047-KEETAI-Seraphic-Distortion,1,MC
Röövel Ööbik,Ilu,Kuldnokk,1989,-,EE,Discogs|https://www.discogs.com/release/927254-R%C3%B6%C3%B6vel-%C3%96%C3%B6bik-Ilu,2,MC
Erinevad Esitajad,Rock-Reliikvia,Records 2000,2002,REC 0054.4,EE,Discogs|https://www.discogs.com/release/6483064-Various-Rock-Reliikvia,1,MC
Les Enfants Terribles / The Dreamers / Unistajad,Les Enfants Terribles / The Dreamers / Unistajad,Trash Can Dance,2018,TCD188,EE,Discogs|https://www.discogs.com/release/12194776-Les-Enfants-Terribles-The-Dreamers-Unistajad-Les-Enfants-Terribles-The-Dreamers-Unistajad,1,MC
Mari-Liis,Võib Tunda End Vabalt,Records 2000,2003,REC 0100.4,EE,Discogs|https://www.discogs.com/release/7075261-Mari-Liis-V%C3%B5ib-Tunda-End-Vabalt,1,MC
Villu,Tõusnud,UVAT,1998,UVAT001,EE,Digar|https://www.digar.ee/arhiiv/et/raamatud/54377,2,MC
"Düsentroop, OVM, S.I., VKS","Jeesuse Soolikad, Jeesuse Veri, Sisse Taon Tanguteri (Live At Levi'st Väljas)",Trash Can Dance,2025,TCD457,EE,Discogs|https://www.discogs.com/release/33140742-D%C3%BCsentroop-OVM-3-SI-6-VKS-Jeesuse-Soolikad-Jeesuse-Veri-Sisse-Taon-Tanguteri-Live-At-Levist-V%C3%A4ljas,1,MC
Nancy / 2 Quick Start,Suvest suveni,Aidem Pot,1995,POT MC 1005,EE,Discogs|https://www.discogs.com/release/11658760-Nancy-21-2-Quick-Start-Suvest-suveni,2,MC
Erinevad Esitajad,Eurolaul '94,Eesti Raadio,1994,-,EE,Discogs|https://www.discogs.com/release/30250703-Various-Eurolaul-94,1,MC
Exit Safe Mode,Altered,Trash Can Dance,2025,TCD477,EE,Bandcamp|https://exitsafemode.bandcamp.com/album/altered,1,MC
Mirrorwell,Baltoscandal Mix 09.07.2022,Trash Can Dance,2022,TCD384,EE,Discogs|https://www.discogs.com/release/24472760-Mirrorwell-Baltoscandal-Mix-09072022,1,MC
"Toomas Tross, Haide Männamäe, Rahel Selge",Kilpkonn Kipsi jutukas,Multi Film,2000,-,EE,Digar|https://www.digar.ee/arhiiv/et/raamatud/54797,1,MC
Exit Safe Mode,Xtension,Trash Can Dance,2024,TCD432,EE,Discogs|https://www.discogs.com/release/31573738-Exit-Safe-Mode-Xtension,1,MC
Riste,Supipäev,Degenerate Underground,2023,DGUG#009,EE,Discogs|https://www.discogs.com/release/30615058-Riste-Supip%C3%A4ev,1,MC
Neon Fir,Neon Fir,Not On Label,2021,-,EE,Discogs|https://www.discogs.com/release/23814089-Neon-Fir-Neon-Fir,1,MC
Karl Martian,Purgatory,Trash Can Dance,2021,TCD315,EE,Discogs|https://www.discogs.com/release/21222115-Karl-Martian-Purgatory,1,MC
Borax,Tallinn (blue),Heven,1997,-,EE,Discogs|https://www.discogs.com/release/3011007-Borax-Tallinn,1,MC
Push Up,Geisha,Hitivabrik,1999,HFMC018,EE,Discogs|https://www.discogs.com/release/2365838-Push-Up-Geisha,1,MC
Push Up,Teeme Süsti,Hitivabrik,2000,HFMC030,EE,Discogs|https://www.discogs.com/release/14200587-Push-Up-Teeme-S%C3%BCsti,1,MC
Erinevad Esitajad,Just See Pop - Eesti Top 1,Kaljuste Music Group,1996,KMG 061.4,EE,Discogs|https://www.discogs.com/release/7087187-Various-Just-See-Pop-Eesti-Top-1,1,MC
Erinevad Esitajad,Just See Pop - Eesti Top 2,Kaljuste Music Group,1996,KMG 064.4,EE,NONE,1,MC
Erinevad Esitajad,Top '96-'97,Kaljuste Music Group,1996,KMG 112.4,EE,Discogs|https://www.discogs.com/release/13534897-Various-Top-96-97,1,MC
Kate,Teisel Pool,Kaljuste Music Group,1997,KMG 158.4,EE,Discogs|https://www.discogs.com/release/23245925-Kate-Teisel-Pool,1,MC
Kurjam,Kurjam Taevasse Ei Saa,Kurjam Records,1997,-,EE,Discogs|https://www.discogs.com/release/8559468-Kurjam-Kurjam-Taevasse-Ei-Saa,1,MC
Oopus,Folk On Acid,Not On Label,2022,-,EE,Discogs|https://www.discogs.com/release/29579479-OOPUS-Folk-On-Acid,1,MC
Kadri Hunt,Vaikuses On Hea,SaluMuusik,1993,-,EE,Digar|https://www.digar.ee/arhiiv/et/nlib-digar:212131,1,MC
Erinevad Esitajad,Eesti Superhitt Jõulu Eri,Records 2000,?,REC 0040.4,EE,Discogs|https://www.discogs.com/release/11354655-Various-Eesti-Superhitt-J%C3%B5ulu-Eri,1,MC
Magic Beat,Kõik Mis Olnud,F-Fond,1996,-,EE,Discogs|https://www.discogs.com/release/5419379-Magic-Beat-K%C3%B5ik-Mis-Olnud,1,MC
Abi Zeider,The Best Of Abi Zeider,Tallinna Helikassetitehas,1991,27,EE,Discogs|https://www.discogs.com/release/15799600-Abi-Zeider-The-Best-Of-Abi-Zeider,1,MC
Erinevad Esitajad,Legends of the Nite 2,Wix Records,1996,A0002,EE,Discogs|https://www.discogs.com/release/14961-Various-Legends-Of-The-Nite-2,1,MC
Jam,Ootus,Valindo,1996,-,EE,Discogs|https://www.discogs.com/release/6898146-Jam-Ootus,1,MC
Dreamphish,Garlic Icecream,Not On Label,1997,UNI 001,EE,Discogs|https://www.discogs.com/release/6108396-Dreamphish-Garlic-Icecream,2,MC
Otto-Triin Ja Sõbrad,Otto-Triin,Valindo,1994,-,EE,Discogs|https://www.discogs.com/release/32442717-Otto-Triin-Ja-S%C3%B5brad-Otto-Triin,1,MC
Erinevad Esitajad,Suvest Suveni '98,Aidem Pot,1998,POT MC 1055,EE,Discogs|https://www.discogs.com/release/32446686-Various-Suvest-Suveni-98,1,MC
Dallas,Raj Kapoor,Kings Of Shortwaving,1995,SW 3,EE,Discogs|https://www.discogs.com/release/1288390-Dallas-Raj-Kapoor,2,MC
Trinity,Trinity,CP Music,2004,CPMC012,EE,Discogs|https://www.discogs.com/release/12157096-Trinity-Trinity,1,MC
Unit-E,['lait'hedid] EP,Cosmic disco,1995,MC002,EE,Digar|https://www.digar.ee/arhiiv/et/nlib-digar:136795,1,MC
Keskkool,Päris Maailma Elu,Beyond Tartu,2023,7,EE,Discogs|https://www.discogs.com/release/28704556-Keskkool-P%C3%A4ris-Maailma-Elu,1,MC
Lobsand Dorje,The Owls Are Not What They Seem,Camp Productions,1996,CP01,EE,Discogs|https://www.discogs.com/release/6110793-Lobsand-Dorje-The-Owls-Are-Not-What-They-Seem,1,MC
Erinevad Esitajad,Eesti Pop X,Мелодия,1989,SMO 1882,EE,Discogs|https://www.discogs.com/release/6539929-Various-Eesti-Pop-X,1,MC
Tehnikaülikooli Akadeemiline Meeskoor / Riigi Piirivalveameti Orkester,Ühel Häälel Ühel Meelel III - Krambambuli,Not On Label,1996,-,EE,Discogs|https://www.discogs.com/release/12066695-Tehnika%C3%BClikooli-Akadeemiline-Meeskoor-Riigi-Piirivalveameti-Orkester-%C3%9Chel-H%C3%A4%C3%A4lel-%C3%9Chel-Meelel-II,1,MC
Erinevad Esitajad,Rock The Christmas,Kuldnokk,1989,-,EE,Discogs|https://www.discogs.com/release/12083601-Various-Rock-The-Christmas,1,MC
Üllar Jörberg,Suur Ahv,Theka,1996,TC 004/96,EE,Discogs|https://www.discogs.com/release/6554632-%C3%9Cllar-J%C3%B6rberg-Suur-Ahv,1,MC
Kuldne Trio,"Elmar Tura esitleb: Mina ja ""Kuldne Trio""",Kaljuste Music Production,1997,KMP001.4,EE,Discogs|https://www.discogs.com/release/20098135-Kuldne-Trio-Elmar-Tura-esitleb-Mina-ja-Kuldne-Trio,1,MC
Erinevad Esitajad,Jõuluks Koju,BG Muusik,1996,BGMC022,EE,RA|https://www.ra.ee/apps/valiseesti/index.php/en/music/view?id=1499&_xr=eNotjEEKhDAUQ%252B%252Fy96JVFxLvMfuPBB3Q1ml%252FFyLeXcu4yiMvROFwftGMiv4PCW6ARP4yk9WJGqflwy3LY3pICtEKth1ko6kdOyvNtoRYTcEbvb3LXWcWdJCh5PO6qp%252FzW7cQehmv6wbj5CoH,1,MC
Mono Fans,Aeg Nautida,BooM Productions,1997,BOOMMC 001,EE,Discogs|https://www.discogs.com/release/11652209-Mono-Fans-Aeg-Nautida,1,MC
Ninell Koit,Teel Igavikku,Not On Label,1997,-,EE,NONE,1,MC
Erinevad Esitajad,Kassid : lastemiisukal ,Vanalinnastuudio,2001,-,EE,Digar|https://www.digar.ee/arhiiv/et/raamatud/55370,1,MC
Myspace01,Extravagante,Trash Can Dance,2019,TCD 132,EE,Discogs|https://www.discogs.com/release/13272392-Myspace01-Extravagate,1,MC
Üllar Jörberg ja Suveniir,Meri Ja Kitarr,Not On Label,1993,-,EE,Discogs|https://www.discogs.com/release/12042188-%C3%9Cllar-J%C3%B6rberg-ja-Suveniir-Meri-Ja-Kitarr,1,MC
Luarvik Luarvik,Baltic Station Session,Not On Label,2000,-,EE,Discogs|https://www.discogs.com/release/3618489-Luarvik-Luarvik-Baltic-Station-Session,1,MC
MM Delicious,P***M NEVER,Not On Label,2022,-,EE,Bandcamp|https://mmdelicious.bandcamp.com/album/p-m-never-3,1,MC
Unknown Artist,"Meditation Music IX, X",Tiibeti Budismi Nyingma Eesti Kogudus,1999,-,EE,NONE,1,MC
Erinevad Esitajad,Eesti Hit 12,O.K. Records,1997,OKRMC 027,EE,Discogs|https://www.discogs.com/release/5458454-Various-Eesti-Hit-12,1,MC
Una Bomba,Honeycombat,Plastmass Recordings,1997,PLT1,EE,Discogs|https://www.discogs.com/release/5279573-Una-Bomba-Honeycombat,1,MC
Unknown Artist,"Meditation Music VI, VII, VIII",Tiibeti Budismi Nyingma Eesti Kogudus,1999,-,EE,NONE,1,MC
Erinevad Esitajad,Young Rockers,Kuldnokk,1989,-,EE,Discogs|https://www.discogs.com/release/6110097-Various-Young-Rockers,2,MC
Obscured,Pessimistic,Not On Label,1994,-,EE,  j|https://www.discogs.com/release/3035552-Obscured-Pessimistic,2,MC
Luurel Varas,175g,Aina Lomalla,2019,AILO 004,EE,Discogs|https://www.discogs.com/release/13644119-Luurel-Varas-175g,1,MC
Leslie Da Bass,Constructions / Illusions,Kreatiivlennuk,2022,-,EE,Discogs|https://www.discogs.com/release/23113187-Leslie-Da-Bass-Constructions-Illusions,1,MC
DJ Y,Hoogsas Rütmis,Not On Label,????,-,EE,NONE,1,MC
Elo Toodo,Elo Toodo,Theka,????,TR-001,EE,NONE,1,MC
"Heikki Lindgren, Kaido Kirikmäe",Split,Not On Label,2023,-,EE,Discogs|https://www.discogs.com/release/27205380-Heikki-Lindgren-Kaido-Kirikm%C3%A4e-Split,1,MC
Erinevad Esitajad,Eesti Hit 4,O.K. Records,1995,OKRMC 008,EE,Discogs|https://www.discogs.com/release/5426594-Various-Eesti-Hit-4,1,MC
Agape,Grungede Kultuur (self made demo),Not On Label,1994,-,EE,NONE,1,MC
Erinevad Esitajad,Kappavad hobused : kontsert-turnee,Valindo,1996,-,EE,Digar|https://www.digar.ee/arhiiv/nlib-digar:245764,1,MC
Erinevad Esitajad,Schampler - A Schilling Festival Compilation 2011,Kohviradio,2011,KR-3,EE,Discogs|https://www.discogs.com/release/3797135-Various-Schampler-A-Schilling-Festival-Compilation-2011,1,MC
Heilo,Kuskilt Tuleb Lillelõhn... Enno Laulud I.,Not On Label,2001,-,EE,Discogs|https://www.discogs.com/release/17396908-Heilo-Kuskilt-Tuleb-Lillel%C3%B5hn-Enno-Laulud-I,1,MC
Vesikas & Fofkin,Ümeratsioon Deluxe,SNTGJ,2023,STMC01,EE,Discogs|https://www.discogs.com/release/26502791-Vesikas-Fofkin-%C3%9Cmeratsioon-Deluxe,1,MC
Mike Emelai,Dreaming,Talking Music,2000,-,EE,Digar|https://www.digar.ee/arhiiv/et/nlib-digar:251378,1,MC
PhoneCall,Meditation,Lejal Globe,2021,LJLGLB022MC,EE,Discogs|https://www.discogs.com/release/18410461-PhoneCall-Meditation,1,MC
Парки,Music Of Full Moon,Elektrus,2000,-,RU,Discogs|https://www.discogs.com/release/4913453-%D0%9F%D0%B0%D1%80%D0%BA%D0%B8-Music-Of-Full-Moon,1,MC
Road To Saturn / Martiini / Underground Forest,18.09.2021 / Salong / Tartu ,Trash Can Dance,2022,TCD349,EE,Discogs|https://www.discogs.com/release/24470933-Road-To-Saturn-Martiini-Underground-Forest-18092021-Salong-Tartu-,1,MC
Dyvour,Dog Nightmares,Trash Can Dance,2022,TCD357,EE,Discogs|https://www.discogs.com/release/24470201-Dyvour-Dog-Nightmares,1,MC
Genka & Dew8,Doom,Legendaarne Records,2023,LEGEND0046,EE,Discogs|https://www.discogs.com/release/26963306-Genka-Dew8-Doom,1,MC
Robert Jürjendal,Vesi Leiab Tee II,Not On Label,2023,-,EE,Discogs|https://www.discogs.com/release/26135666-Robert-J%C3%BCrjendal-Vesi-Leiab-Tee-II,1,MC
Kuzey,Auguri,Off-Kilter,2018,OK004,EE,Discogs|https://www.discogs.com/release/12156053-Kuzey-Augury,1,MC
Lauri Sommer / Arles Kangus,Vanalinna Vahel - Laule Väikse Hipi Sõnadele,Õunaviks,2021,ov28,EE,Discogs|https://www.discogs.com/release/18913453-Lauri-Sommer-Arles-Kangus-Vanalinna-Vahel-Laule-V%C3%A4ikse-Hipi-S%C3%B5nadele,1,MC
Kristjan Thomas Haaristo,Black Reliquary Vol. 1,Trash Can Dance,2022,TCD354,EE,Discogs|https://www.discogs.com/release/22680245-Kristjan-Thomas-Haaristo-Black-Reliquary-Vol-1,1,MC
Gogdog X Oumeen,Post-Kontor Music,Trash Can Dance,2022,TCD347,EE,Discogs|https://www.discogs.com/release/25139728-Gogdog-X-Oumeen-Post-Kontor-Music,1,MC
Sädelev Kass,Muusika,Trash Can Dance,2022,TCD333,EE,Discogs|https://www.discogs.com/release/22680578-S%C3%A4delev-Kass-Muusika,1,MC
Bizarre,Café De Flor,Sally Cinnamon Music,1996,SAL004M.C.,EE,Discogs|https://www.discogs.com/release/1571330-Bizarre-Caf%C3%A9-De-Flor,2,MC
Roma Vjazemski,Golden Microphone From Rainy Sicily,Muscut,2023,Muscut 29C,UA,Discogs|https://www.discogs.com/release/27237222-Roma-Vjazemski-Golden-Microphone-From-Rainy-Sicily,1,MC
Dyvour,NEONEO,Trash Can Dance,2022,TCD342,EE,Discogs|https://www.discogs.com/release/24465326-Dyvour-NEONEO,1,MC
DJ Drummie,Supreme Tapes vol 2,Not On Label,1999,-,EE,Digar|https://www.digar.ee/arhiiv/et/nlib-digar:251337,1,MC
Dyvour,Dog Dreams,Trash Can Dance,2021,TCD325,EE,Discogs|https://www.discogs.com/release/21631333-Dyvour-Dog-Dreams,1,MC
Kaido Kirikmäe,Music That Makes You Yawn,Not On Label,2021,-,EE,Discogs|https://www.discogs.com/release/20446258-Kaido-Kirikm%C3%A4e-Music-That-Makes-You-Yawn,1,MC
Autharktos,Eimiski Oli Eile Veel Miski,Trash Can Dance,2023,TCD394,EE,Discogs|https://www.discogs.com/release/26701178-Autharktos-Eimiski-Oli-Eile-Veel-Miski,1,MC
Sai Kuule,Chemicalgood,Trash Can Dance,2022,TCD362,EE,Discogs|https://www.discogs.com/release/25140625-Sai-Kuule-Chemicalgood,2,MC
Margo Pajula Ja Pearu Helenurm,Live Improtest 03.06.2018,Trash Can Dance,2023,TCD371,EE,Discogs|https://www.discogs.com/release/27079368-Margo-Pajula-Ja-Pearu-Helenurm-Live-Improtest-03062018-,1,MC
Toorete Helide Süntesaatorisalong,Live @ Kultuuritolm 14.07.2012,Trash Can Dance,2022,TCD351,EE,Discogs|https://www.discogs.com/release/25133695-Toorete-Helide-S%C3%BCntesaatorisalong--Kultuuritolm-14072012,1,MC
Lembit Sepp,Elurada,Tallinna Helikassetitehas,1997,-,EE,Ester|https://www.ester.ee/record=b3208892,1,MC
I Kindly Ask You,Hungry For Blood,Trash Can Dance,2022,TCD353,EE,Discogs|https://www.discogs.com/release/25139005-I-Kindly-Ask-You-Hungry-For-Blood,1,MC
Erinevad Esitajad,Jõulu Pop,AS HÜBRIID,1997,HÜBMC 004,EE,Discogs|https://www.discogs.com/release/35290756-Various-J%C3%B5ulu-Pop,2,MC
Richard Jerbach,Siber,Beyond Tartu,2022,4,EE,Discogs|https://www.discogs.com/release/22960367-Richard-Jerbach-Siber,1,MC
Hambad,Hambad,Trash Can Dance,2023,TCD383,EE,Discogs|https://www.discogs.com/release/26699798-Hambad-Hambad,2,MC
Warjutus,Kuutõus,Trash Can Dance,2023,TCD396,EE,Discogs|https://www.discogs.com/release/26700269-Warjutus-Kuut%C3%B5us',1,MC
Kenno,On Õige Aeg,Finn Trade,1995,-,EE,Digar|https://www.digar.ee/arhiiv/et/raamatud/23057,1,MC
Contents: Fragile,This Side Up,Not On Label,2018,-,EE,Discogs|https://www.discogs.com/release/15585536-Contents-Fragile-This-Side-Up,1,MC
Huiabella Fantastica,Moment Relax,HBF Records,2017,-,EE,Discogs|https://www.discogs.com/release/13024478-Huiabella-Fantastica-Moment-Relax,2,MC
Stellah,Stellah,Gunnar Loho Music Management,1997,-,EE,Discogs|https://www.discogs.com/release/6545513-Stellah-Stellah,1,MC
Erinevad Esitajad,"Ossom Mixtape 01 (mixtape by Rainer Nlv, Ricky Inch)",Ossom Records,2021,OSSOM11MT01,EE,Discogs|https://www.discogs.com/release/21320134-Rainer-Nlv-Ricky-Inch-Ossom-Mixtape-01,1,MC
M?nnivardad,Salanimekiri,Trash Can Dance,2019,TCD132,EE,Discogs|https://www.discogs.com/release/13098742-Mnnivardad-Salanimekiri,1,MC
Erinevad Esitajad,Electronic Grooves From Tallinn,Kings Of Shortwaving,1995,SW 2,EE,Discogs|https://www.discogs.com/release/6057990-Various-Electronic-Grooves-From-Tallinn,1,MC
Erinevad Esitajad,Rock Collection 2,Kuldnokk,1990,-,EE,Discogs|https://www.discogs.com/release/6533703-Various-Rock-Collection-2,1,MC
Urmas Sisask,"Tähistaevasükkel - ""Põhjataevas"" Klaverile",Not On Label,????,-,EE,Discogs|https://www.discogs.com/release/7074818-Urmas-Sisask-T%C3%A4histaevas%C3%BCkkel-P%C3%B5hjataevas-Klaverile,1,MC
Pedigree,Rossanakka,Khaos Control Records,1995,KHC01,EE,Discogs|https://www.discogs.com/release/3601576-Pedigree-Rossanakka,1,MC
Kulo,Onarhia,Kuldnokk,1990,-,EE,Discogs|https://www.discogs.com/release/2729084-Kulo-Onarhia,2,MC
Uni,Kosmikud,Kohvirecords,1999,krec002,EE,Discogs|https://www.discogs.com/release/7261084-Uni-Kosmikud,1,MC
Erinevad Esitajad,Age,Trash Can Dance,2023,TCD381,EE,Discogs|https://www.discogs.com/release/27798669-Various-AGE,1,MC
Saatana Sõjapeenis,Raping Dead Goats And Worshipping 666,Trash Can Dance,2014,TCD492,EE,Discogs|https://www.discogs.com/release/6519040-Saatana-S%C3%B5japeenis-Raping-Dead-Goats-And-Worshipping-666,1,MC
Roland & BL,Dimension Of Love (kõik vigased),Auvi,1993,-,EE,Digar|https://www.digar.ee/arhiiv/en/nlib-digar:358280,3,MC
Pina Colada,Live,Not On Label,2012,-,EE,NONE,1,MC
Laurel 2,Kasutu,Trash Can Dance,2023,TCD387,EE,Discogs|https://www.discogs.com/release/27086352-Laurel2-Kasutu,1,MC
Jaan Õispuu,Kas Tunned Maad,Pangloss,????,-,EE,NONE,1,MC
Jungle Fatigue Kru,Jungle Fatigue Vol. 3,Jungle Fatigue Records,2023,JF-003,KR,Discogs|https://www.discogs.com/release/34730856-Jungle-Fatigue-Kru-Jungle-Fatigue-Vol-3,1,MC
Vanemõde,"Demo ""Lend""",Not On Label,????,-,EE,NONE,1,MC
Dew8,Art Imitates Life,Dieu Huit Records,2024,DIEU0012,EE,Discogs|https://www.discogs.com/release/35775886-Dew8-Art-Imitates-Life,1,MC
Original Headz & Mehkel,Otse Keldrist,Not On Label,2025,-,EE,NONE,1,MC
Exit Safe Mode,Diaspora / Diaspora II,Trash Can Dance,2026,TCD518,EE,Discogs|https://www.discogs.com/release/37852404-Exit-Safe-Mode-Diaspora-Diaspora-II,1,MC
O:O:,For People Who Can't Sleep ,Trash Can Dance,2022,TCD363,EE,Discogs|https://www.discogs.com/release/23464529-OO-For-People-Who-Cant-Sleep-,1,MC
Erinevad Esitajad,Jõulu Top,B.G. Country Music,1994,BG 014,EE,Discogs|https://www.discogs.com/release/13884629-Various-J%C3%B5ulu-Top,1,MC
Erinevad Esitajad,Jõulud Viljandis,Vilma,1995,-,EE,Digar|https://www.digar.ee/arhiiv/et/perioodika/23404,1,MC
B.D.Ö.,Heavymetalnonstop,Not On Label,1993,-,EE,Discogs|https://www.discogs.com/release/6578768-BD%C3%96-Heavymetalnonstop,1,MC
Erinevad Esitajad,Tantsuõhtu: Esimene,Gunnar Loho Music Management,????,6,EE,Discogs|https://www.discogs.com/release/30396134-Various-Tantsu%C3%B5htu-Esimene,1,MC
Erinevad Esitajad,Mätta Fondi 25 Kuldset Lööklaulu 4. Osa,Mätta Fond,2000,MÄF Y93,EE,Discogs|https://www.discogs.com/release/6572852-Various-M%C3%A4tta-Fondi-25-Kuldset-L%C3%B6%C3%B6klaulu-4-Osa,1,MC
Nightlight Duo,Jäljed Liival,Top Ten,2001,TOP MC 1083,EE,Discogs|https://www.discogs.com/release/3879207-Nightlight-Duo-J%C3%A4ljed-Liival,1,MC
Erka O,Erka O,Gunnar Loho Music Management,1996,-,EE,Discogs|https://www.discogs.com/release/32441919-Erka-O-ERKA-O,1,MC
Röyksopp,Profound Mysteries,Dog Triumph,2022,DOG051CA,EU,Discogs|https://www.discogs.com/release/23073875-R%C3%B6yksopp-Profound-Mysteries,1,MC
"Siiri Sisask, Ultima Thule",Mis Maa See On?,Fugata,1998,FUGMC 50044,EE,Discogs|https://www.discogs.com/release/28090573-Siiri-Sisask-Ultima-Thule-Mis-Maa-See-On,1,MC
Hovery Covery,Originaal Vol.2,Gunnar Loho Music Management,1998,-,EE,Discogs|https://www.discogs.com/release/31031896-Hovery-Covery-Originaal-Vol2,1,MC
Kaschalot,Anemoia,Not On Label,2025,-,EE,NONE,1,MC
POLLU77E,Godspeed!,Trash Can Dance,2022,TCD360,EE,Discogs|https://www.discogs.com/release/22667111-POLLU77E-Godspeed,1,MC
Orchestra Of Objects,Live At The Garage Of Paavli Kultuurivabrik,Damn Loud,2025,-,EE,Discogs|https://www.discogs.com/release/35682064-Orchestra-Of-Objects-Live-At-The-Garage-Of-Paavli-Kultuurivabrik,1,MC
Erinevad Esitajad,TORM - Compilation Of Estonian Dungeon Synth And Dark Ambient,Trash Can Dance,2020,TCD263,EE,Discogs|https://www.discogs.com/release/15837108-Various-TORM-Compilation-Of-Estonian-Dungeon-Synth-And-Dark-Ambient,2,MC
Hayfield Tetragon,BOTLF Live 17.02.2018,Trash Can Dance,2026,TCD516,EE,Discogs|https://www.discogs.com/release/36836188-Hayfield-Tetragon-BOTLF-Live-17022018,3,MC
Skandale,Skandale,Trash Can Dance,2026,TCD507,EE,Discogs|https://www.discogs.com/release/37388454-Skandale-Skandale,1,MC
Vigri,Demo,Trash Can Dance,2026,TCD502,EE,Discogs|https://www.discogs.com/release/37419594-Vigri-Demo,1,MC
Childbeater,Slamdunk Knockout,Trash Can Dance,2026,TCD513,EE,Discogs|https://www.discogs.com/release/37419219-Childbeater-Slamdunk-Knockout,1,MC
Punane Magneet-Lõvi,Üliinimene,Trash Can Dance,2025,TCD242,EE,Discogs|https://www.discogs.com/release/33877671-Punane-Magneet-L%C3%B5vi-%C3%9Cliinimene,1,MC
Erinevad Esitajad,Ossom Mixtape 02 (mixtape by Rainer Nlv),Ossom Records,2026,OSSOM13MT03,EE,Discogs|https://www.discogs.com/release/37634754-Rainer-Nlv-Ossom-Mixtape-03,1,MC
Erinevad Esitajad,Punk Is Love,HBF Records,2021,PILMC161,EE,Discogs|https://www.discogs.com/release/18905143-Various-Punk-Is-Love,1,MC
Erinevad Esitajad,Mind Ei Kepi Autoriteet,Ülase 12,2018,-,EE,Discogs|https://www.discogs.com/release/12756222-Various-Mind-Ei-Kepi-Autoriteet,2,MC
"Põhjamaade hirm, Otto Suits",Elu Ja Surma Küsimus,Tuumapealik,2024,TUUMAPEALIK001,EE,Discogs|https://www.discogs.com/release/30811806-P%C3%B5hjamaade-hirm-Otto-Suits-Elu-Ja-Surma-K%C3%BCsimus,1,MC
Ivar Vinkel,Meri Panga panga all | The Sea Below The Cliff Of Panga,Not On Label,2000,-,EE,Discogs|https://www.discogs.com/release/14862265-Ivar-Vinkel-Meri-Panga-panga-all-The-Sea-Below-The-Cliff-Of-Panga,1,MC
Kiwanoid,Untitled The Enter,Glitch Please,2026,gl23tchc,EE,Discogs|https://www.discogs.com/release/37912272-Kiwanoid-Untitled-The-Enter-,1,MC
Crimedime,Psychedelics And Cults,Trash Can Dance,2022,TCD324,EE,Discogs|https://www.discogs.com/release/23226026-Crimedime-Psychedelics-And-Cults,1,MC
